company_id,region,sector,num_employees,annual_revenue,avg_employee_salary,expenses_total,customer_growth_rate,customer_retention_rate,digital_spending_ratio,years_in_operation,profit_to_expense_ratio,tech_adoption_level,remote_work_policy,has_pitch_deck,cash_flow_score,credit_score,registered_business,prior_investment,traction_score,female_owned,bookkeeping_quality,tax_compliance_status,regulatory_license_status,data_protection_score,employee_contracts_verified,AML_risk_flag,financial_transparency_score,compliance_risk_level,funding_stage,revenue_growth_rate
2444,Rural,Agriculture,344,149982,6221.18,101828.53,0.568,0.479,0.493,16,0.322,High,None,0,0.572,0.352,1,None,0.51,0,0.418,Late Filing,Missing,0.572,0,0,0.243,High,Debt Financing,0.6165
2445,Urban,Healthcare,72,33532,2468.6,23375.66,0.597,0.629,0.09,23,0.443,High,None,0,0.594,0.559,1,Gov Grant,0.505,0,0.393,Compliant,Valid,0.274,1,0,0.15,High,Series B,0.4139
2446,Urban,Finance,395,23631,410.17,10125.22,0.244,0.32,0.044,6,0.241,Medium,None,1,0.459,0.529,1,None,0.282,0,0.676,Compliant,Valid,0.175,1,0,0.355,Moderate,Seed,0.3242
2447,Urban,Healthcare,64,158376,1209.85,121583.29,-0.009,0.494,0.313,7,0.463,Low,None,0,0.671,0.346,1,None,0.151,0,0.452,Compliant,Valid,0.42,1,0,0.586,Moderate,Series B,0.2294
2448,Rural,Retail,205,8500,7055.26,4676.93,0.529,0.355,0.219,28,0.327,Low,None,1,0.568,0.5,0,VC,0.457,0,0.56,Late Filing,Expired,0.068,1,0,0.42,High,Series A,0.4592
2449,Rural,Tech,209,61469,6741.54,25253.41,0.538,0.354,0.352,6,0.588,High,None,0,0.751,0.696,1,Angels,0.474,0,0.682,Compliant,Missing,0.334,1,0,0.492,Moderate,Series A,0.5119
2450,Rural,Tech,72,7016,2573.11,3062.77,0.484,0.584,0.102,24,0.519,Low,Partial,1,0.546,0.362,0,None,0.429,0,0.414,Late Filing,Valid,0.062,0,0,0.541,Critical,Seed,0.3411
2451,Urban,Agriculture,277,130412,2496.0,120827.64,0.235,0.398,0.063,26,0.262,High,None,1,0.466,0.639,1,None,0.298,0,0.455,Late Filing,Valid,0.305,1,0,0.204,Moderate,Series B,0.2777
2452,Rural,Agriculture,274,26645,6405.06,15729.68,-0.14,0.492,0.259,23,0.227,High,None,0,0.464,0.283,1,Angels,0.043,1,0.214,Not Registered,Valid,0.448,1,0,0.266,High,Series A,0.2293
2453,Urban,Education,478,166425,7520.58,146028.22,-0.129,0.081,0.143,0,0.511,Low,Partial,0,0.633,0.581,1,Angels,0.078,1,0.603,Compliant,Valid,0.243,0,0,0.548,Moderate,Series A,0.4997
2454,Urban,Manufacturing,320,65493,6299.36,60765.88,0.517,0.58,0.037,3,0.536,Low,None,0,0.59,0.821,1,Angels,0.461,1,0.359,Compliant,Valid,0.0,1,0,0.351,High,Series B,0.4611
2455,Urban,Retail,338,8368,4962.96,7688.49,0.501,0.276,0.238,12,0.293,Medium,None,1,0.424,0.218,0,None,0.44,0,0.816,Compliant,Valid,0.079,1,0,0.454,Moderate,Series A,0.5447
2456,Urban,Education,366,200697,2168.57,177606.59,0.148,0.235,0.169,9,0.131,Low,None,1,0.337,0.429,1,None,0.258,0,0.594,Compliant,Valid,0.129,0,1,0.228,High,Seed,0.3155
2457,Urban,Agriculture,495,233630,4348.26,208436.31,0.063,0.306,0.421,3,0.431,Low,Partial,0,0.515,0.642,1,None,0.211,0,0.775,Compliant,Valid,0.325,0,0,0.555,Moderate,Seed,0.5974
2458,Urban,Agriculture,95,104688,2098.04,58515.82,0.315,0.425,0.16,24,0.237,Low,Partial,1,0.54,0.466,1,None,0.343,0,0.487,Compliant,Missing,0.192,1,0,0.11,High,Series A,0.2246
2459,Urban,Healthcare,166,14561,6521.69,7037.45,0.446,0.74,0.144,26,0.518,Medium,None,0,0.548,0.52,1,None,0.407,0,0.818,Compliant,Valid,0.229,1,1,0.777,Moderate,Series A,0.4222
2460,Urban,Agriculture,32,25154,3279.6,18905.61,0.385,0.319,0.077,8,0.249,Medium,None,0,0.522,0.727,1,VC,0.371,0,0.633,Compliant,Valid,0.191,1,0,0.38,Moderate,Debt Financing,0.1207
2461,Rural,Agriculture,11,43240,6719.47,28904.13,0.292,0.643,0.022,14,0.276,Low,Partial,0,0.498,0.357,1,None,0.316,0,0.714,Compliant,Missing,0.01,0,0,0.329,Moderate,Series B,0.2035
2462,Rural,Healthcare,301,15608,3238.39,7090.88,-0.015,0.285,0.104,9,0.356,High,Full,0,0.594,0.722,1,None,0.119,0,0.6,Compliant,Valid,0.392,1,0,0.466,Moderate,Series B,0.3626
2463,Rural,Retail,217,276735,6645.95,213818.67,0.01,0.354,0.198,7,0.541,Medium,Partial,0,0.598,0.585,0,Angels,0.186,0,0.717,Compliant,Valid,0.296,0,0,0.468,High,Seed,0.3199
2464,Rural,Manufacturing,289,43183,2866.55,30641.49,0.379,0.625,0.196,24,0.076,Low,None,1,0.346,0.485,1,None,0.37,1,0.793,Compliant,Valid,0.007,1,0,0.26,Moderate,Series B,0.3541
2465,Urban,Manufacturing,102,1417,3689.02,1239.43,0.442,0.114,0.489,14,0.065,Low,None,0,0.416,0.775,1,Angels,0.402,1,0.711,Compliant,Valid,0.29,0,1,0.669,Moderate,Series B,0.38
2466,Rural,Education,425,54569,5039.26,40111.0,-0.107,0.801,0.143,3,0.399,Medium,None,0,0.57,0.624,1,Gov Grant,0.069,0,0.82,Compliant,Valid,0.0,1,0,0.73,Moderate,Series A,0.3049
2467,Rural,Healthcare,392,23914,841.21,17114.54,-0.05,0.595,0.044,12,0.323,Medium,Full,0,0.492,0.505,0,None,0.099,0,0.568,Late Filing,Valid,0.223,1,1,0.31,High,Seed,0.4334
2468,Urban,Manufacturing,267,33193,7601.19,21323.63,0.344,0.089,0.157,19,0.411,Low,Partial,0,0.525,0.558,1,None,0.347,0,0.492,Compliant,Valid,0.15,1,0,0.396,Moderate,Series B,0.3539
2469,Urban,Manufacturing,214,23334,4716.76,15272.87,0.111,0.271,0.351,0,0.26,High,Partial,0,0.528,0.535,1,None,0.199,0,0.309,Not Registered,Valid,0.548,0,0,0.292,High,Seed,0.3453
2470,Rural,Retail,179,95650,4210.21,88467.61,0.251,0.244,0.146,25,0.26,High,None,0,0.516,0.503,1,None,0.301,0,0.445,Compliant,Valid,0.331,1,0,0.473,Moderate,Series A,0.232
2471,Urban,Agriculture,88,139194,6763.33,66276.57,0.292,0.158,0.432,2,0.451,Medium,None,0,0.613,0.385,1,None,0.335,0,0.437,Compliant,Valid,0.528,1,0,0.423,Moderate,Series A,0.36
2472,Urban,Retail,41,51004,6966.37,32919.02,0.421,0.352,0.383,12,0.093,Low,None,1,0.412,0.447,0,Angels,0.398,0,0.569,Late Filing,Valid,0.195,0,0,0.525,High,Seed,0.3386
2473,Rural,Manufacturing,401,24169,4321.41,18385.48,0.445,0.465,0.038,23,0.091,Low,None,1,0.423,0.639,1,Angels,0.408,1,0.416,Compliant,Expired,0.058,1,0,0.124,High,Series A,0.3325
2474,Rural,Education,76,34558,7439.92,22053.39,0.024,0.215,0.256,17,0.328,Medium,None,0,0.592,0.661,1,None,0.147,0,0.573,Compliant,Valid,0.22,1,0,0.363,High,Seed,0.141
2475,Urban,Tech,377,37180,798.48,20663.48,0.233,0.41,0.104,16,0.492,High,None,0,0.527,0.691,1,None,0.278,0,0.407,Compliant,Valid,0.082,1,0,0.178,High,Series B,0.4477
2476,Urban,Manufacturing,46,13864,1171.84,7736.76,-0.101,0.113,0.177,27,0.28,Medium,Partial,0,0.566,0.427,1,Angels,0.065,0,0.58,Compliant,Valid,0.236,0,1,0.12,Moderate,Series A,0.1665
2477,Rural,Finance,160,72745,4895.27,38446.52,0.474,0.327,0.287,24,0.202,Low,None,0,0.513,0.723,1,Angels,0.436,0,0.589,Compliant,Valid,0.266,1,0,0.261,Moderate,Series A,0.4693
2478,Urban,Agriculture,463,63073,3026.31,37159.25,0.476,0.241,0.074,22,0.109,Medium,Full,0,0.455,0.5,1,Angels,0.435,0,0.492,Compliant,Missing,0.137,1,1,0.498,Moderate,Series B,0.5252
2479,Rural,Retail,80,230621,3874.53,202812.98,0.04,0.185,0.035,5,0.083,Low,Partial,0,0.386,0.331,1,None,0.196,1,0.582,Compliant,Valid,0.014,1,0,0.359,Moderate,Series A,0.0484
2480,Urban,Healthcare,310,163803,2826.21,111037.71,-0.072,0.105,0.342,24,0.236,Low,None,1,0.531,0.839,1,None,0.113,1,0.572,Compliant,Valid,0.257,1,0,0.482,High,Series A,0.4059
2481,Rural,Retail,86,15950,3416.38,8487.49,-0.144,0.771,0.499,18,0.272,High,None,0,0.339,0.431,1,None,0.038,1,0.442,Compliant,Valid,0.509,0,0,0.48,Moderate,Seed,0.2429
2482,Urban,Tech,92,97184,6634.38,59427.01,0.26,0.526,0.259,8,0.253,Medium,None,1,0.417,0.59,1,None,0.307,0,0.2,Not Registered,Valid,0.486,0,1,0.103,High,Series A,0.2647
2483,Rural,Tech,148,11601,4869.77,5315.66,-0.127,0.583,0.051,13,0.419,High,None,1,0.63,0.382,1,None,0.048,0,0.486,Compliant,Expired,0.414,1,0,0.508,Moderate,Series A,0.212
2484,Rural,Healthcare,161,83710,7979.55,75106.26,0.344,0.3,0.078,12,0.643,Low,None,0,0.745,0.668,0,None,0.357,0,1.0,Compliant,Valid,0.042,0,0,0.557,Moderate,Series A,0.4424
2485,Urban,Healthcare,202,19537,6358.97,12201.03,0.343,0.787,0.525,17,0.25,High,Full,0,0.545,0.604,1,Angels,0.343,0,0.483,Compliant,Valid,0.579,0,0,0.619,Moderate,Debt Financing,0.5671
2486,Rural,Agriculture,424,10637,2407.23,9990.43,0.291,0.275,0.345,17,0.408,Low,None,0,0.615,0.846,1,None,0.309,1,0.464,Compliant,Missing,0.123,1,0,0.69,Moderate,Series B,0.6309
2487,Urban,Manufacturing,416,50820,2335.46,30042.06,0.501,0.277,0.209,10,0.268,Low,Full,0,0.394,0.389,1,None,0.448,0,0.631,Compliant,Valid,0.182,1,0,0.304,High,Series A,0.609
2488,Urban,Education,242,1466,2886.42,1260.75,0.103,0.669,0.017,18,0.292,Low,None,0,0.517,0.509,1,Angels,0.19,0,0.564,Compliant,Valid,0.112,1,0,0.349,Moderate,Series A,0.2692
2489,Rural,Finance,353,4442,6793.1,2403.17,0.522,0.327,0.139,11,0.581,Medium,None,1,0.602,0.386,0,Gov Grant,0.452,0,0.641,Compliant,Valid,0.124,1,0,0.623,High,Series A,0.5862
2490,Urban,Finance,2,29349,510.11,12968.86,-0.17,0.169,0.13,14,0.404,Medium,None,1,0.537,0.283,1,VC,0.025,1,0.277,Not Registered,Valid,0.11,0,0,0.195,High,Series A,0.0198
2491,Urban,Retail,225,40092,2072.4,16736.54,-0.11,0.361,0.159,14,0.472,Medium,Partial,0,0.522,0.784,1,None,0.064,0,0.639,Compliant,Valid,0.27,0,0,0.495,Moderate,Series A,0.241
2492,Urban,Agriculture,289,23314,7267.87,17098.32,0.13,0.221,0.136,5,0.794,Medium,Full,0,0.723,0.295,1,None,0.211,1,0.36,Late Filing,Valid,0.146,1,0,0.946,Moderate,Series A,0.4232
2493,Urban,Manufacturing,233,5457,5227.2,3117.94,0.275,0.377,0.305,4,0.222,Medium,Partial,0,0.489,0.47,1,Angels,0.298,0,0.762,Compliant,Valid,0.311,1,0,0.785,Moderate,Series A,0.2895
2494,Urban,Finance,461,13610,2046.72,8763.97,-0.174,0.348,0.106,26,0.289,High,Partial,0,0.542,0.737,1,None,0.019,0,0.548,Compliant,Valid,0.476,1,0,0.508,High,Series A,0.3572
2495,Rural,Agriculture,414,58073,1987.42,49376.91,0.254,0.197,0.267,6,0.334,Low,None,0,0.529,0.565,1,None,0.295,0,0.587,Compliant,Valid,0.139,1,1,0.485,High,Series A,0.4809
2496,Rural,Agriculture,417,72994,6942.16,39158.32,0.046,0.69,0.514,2,0.327,Medium,None,0,0.562,0.285,1,None,0.168,1,0.607,Compliant,Valid,0.327,1,0,0.311,Moderate,Series A,0.4901
2497,Rural,Education,77,35615,7181.93,20291.96,0.51,0.783,0.111,0,0.523,High,None,0,0.624,0.709,1,Gov Grant,0.451,0,0.54,Late Filing,Valid,0.279,1,0,0.743,Moderate,Seed,0.4134
2498,Rural,Education,116,145539,2272.21,125881.76,0.227,0.556,0.181,13,0.398,Medium,None,0,0.626,0.47,1,VC,0.296,0,0.576,Compliant,Valid,0.217,0,0,0.613,Moderate,Series B,0.3122
2499,Urban,Manufacturing,154,58506,3537.93,39258.65,0.27,0.067,0.258,29,0.18,Medium,None,0,0.402,0.451,0,None,0.305,0,0.522,Late Filing,Valid,0.299,0,0,0.526,High,Series A,0.3054
2500,Urban,Retail,406,14810,6726.39,12665.75,0.556,0.379,0.211,26,0.341,High,None,0,0.562,0.477,1,None,0.475,0,0.425,Late Filing,Valid,0.57,1,0,0.424,High,Series A,0.5753
2501,Urban,Education,103,25936,6236.76,15716.23,0.411,0.72,0.155,13,0.345,Low,None,0,0.57,0.725,1,None,0.387,0,0.906,Compliant,Missing,0.273,1,0,0.478,Moderate,Series A,0.2924
2502,Urban,Finance,194,6745,6567.15,4175.85,0.151,0.432,0.38,9,0.512,Medium,None,0,0.615,0.301,1,None,0.221,0,0.615,Compliant,Valid,0.421,1,0,0.079,High,Series A,0.4563
2503,Urban,Tech,166,31896,4291.67,15690.47,0.182,0.174,0.17,23,0.422,Low,Full,0,0.521,0.337,1,None,0.245,0,0.497,Compliant,Missing,0.162,0,0,0.424,High,Seed,0.2583
2504,Urban,Tech,359,137933,7318.93,124690.08,0.318,0.352,0.04,5,0.438,High,None,1,0.612,0.474,1,Angels,0.351,0,0.226,Not Registered,Valid,0.29,0,0,0.197,High,Series A,0.4521
2505,Urban,Tech,90,82648,2809.83,73823.76,-0.04,0.56,0.284,18,0.176,High,Partial,0,0.387,0.493,1,None,0.116,0,0.35,Compliant,Valid,0.325,1,0,0.501,High,Seed,0.0871
2506,Urban,Finance,174,195323,1506.38,183861.32,-0.129,0.792,0.356,18,0.181,Low,Full,0,0.417,0.414,1,None,0.083,0,0.307,Not Registered,Valid,0.257,1,0,0.238,High,Series A,0.2088
2507,Rural,Agriculture,122,25249,5757.24,15688.36,0.049,0.2,0.331,8,0.604,Low,Partial,0,0.64,0.359,1,None,0.161,1,0.638,Compliant,Valid,0.282,1,0,0.307,Moderate,Seed,0.3899
2508,Urban,Tech,498,182649,4453.03,155295.16,0.423,0.146,0.364,23,0.111,Medium,Partial,0,0.391,0.481,1,None,0.426,0,0.339,Not Registered,Valid,0.226,1,0,0.0,High,Series A,0.5782
2509,Urban,Agriculture,143,28797,6880.31,18090.98,0.006,0.118,0.266,5,0.173,High,None,0,0.473,0.491,1,None,0.134,0,0.271,Compliant,Valid,0.336,1,0,0.284,Moderate,Series B,0.2456
2510,Urban,Tech,482,212331,924.93,137986.34,-0.095,0.433,0.059,10,0.478,Low,None,0,0.679,0.66,1,None,0.108,0,0.681,Compliant,Valid,0.047,1,0,0.435,High,Series B,0.486
2511,Urban,Manufacturing,106,35375,6796.43,30298.68,-0.025,0.105,0.09,29,0.179,Low,None,0,0.463,0.509,1,None,0.116,0,0.748,Compliant,Valid,0.009,1,0,0.496,Moderate,Seed,0.191
2512,Rural,Retail,375,84853,2558.37,42218.76,0.343,0.229,0.169,12,0.557,Medium,Partial,0,0.674,0.774,1,None,0.356,0,0.93,Compliant,Valid,0.0,1,0,0.336,Moderate,Series B,0.4809
2513,Urban,Manufacturing,428,213232,5342.39,111130.34,0.291,0.134,0.065,29,0.663,High,Partial,0,0.748,0.672,1,Gov Grant,0.349,1,0.664,Compliant,Valid,0.427,1,0,0.457,Moderate,Series A,0.5394
2514,Rural,Finance,305,28793,608.99,16501.28,0.351,0.513,0.256,2,0.152,High,Full,1,0.339,0.195,0,Angels,0.35,0,0.359,Late Filing,Valid,0.66,1,0,0.283,High,Seed,0.4407
2515,Urban,Agriculture,360,47196,4993.78,39337.79,0.058,0.053,0.028,4,0.424,Low,None,0,0.619,0.455,1,None,0.171,0,0.377,Late Filing,Valid,0.0,1,0,0.367,Moderate,Series A,0.3461
2516,Rural,Education,459,170525,5822.99,103160.52,0.521,0.118,0.021,7,0.309,Medium,Partial,0,0.445,0.605,1,VC,0.485,0,0.297,Not Registered,Valid,0.057,0,0,0.459,Moderate,Series B,0.4888
2517,Rural,Finance,317,30958,3139.38,18481.69,0.161,0.456,0.403,26,0.528,Medium,Partial,0,0.625,0.37,1,None,0.232,0,0.966,Compliant,Valid,0.314,1,1,0.873,Low,Seed,0.4572
2518,Urban,Healthcare,451,7442,1958.66,7065.06,0.211,0.667,0.176,25,0.344,Medium,Full,0,0.576,0.168,1,Angels,0.258,0,0.745,Compliant,Expired,0.139,0,0,0.619,High,Series A,0.4394
2519,Urban,Manufacturing,123,475256,4439.76,290425.79,0.559,0.657,0.208,29,0.344,Low,Partial,0,0.527,0.406,0,VC,0.569,0,0.549,Late Filing,Expired,0.197,1,0,0.397,High,Series A,0.4131
2520,Urban,Retail,390,20667,6715.57,11083.17,0.583,0.256,0.374,15,0.093,Medium,None,0,0.376,0.415,1,None,0.493,0,0.934,Compliant,Valid,0.429,1,0,0.617,Moderate,Series B,0.6108
2521,Urban,Healthcare,9,43937,2791.31,32634.98,0.329,0.59,0.229,13,0.325,Low,Partial,1,0.542,0.634,1,None,0.339,0,0.767,Compliant,Valid,0.047,1,1,0.427,High,Series A,0.2464
2522,Rural,Agriculture,262,145395,2244.01,122282.13,0.556,0.311,0.715,20,0.309,Medium,None,0,0.465,0.51,0,None,0.501,1,0.315,Not Registered,Valid,0.514,1,0,0.372,High,Series A,0.6219
2523,Urban,Education,73,17497,2447.8,7668.66,0.233,0.169,0.599,15,0.122,Low,None,0,0.465,0.404,1,VC,0.274,0,0.761,Compliant,Expired,0.289,0,0,0.417,Moderate,Series A,0.3946
2524,Urban,Manufacturing,359,10835,7608.32,8022.13,0.046,0.666,0.066,20,0.199,Medium,Partial,0,0.396,0.337,0,None,0.156,1,0.753,Late Filing,Valid,0.22,1,0,0.249,High,Seed,0.386
2525,Urban,Education,223,49241,3066.43,20664.21,0.052,0.608,0.344,1,0.634,Medium,Partial,1,0.676,0.768,1,None,0.167,0,0.623,Compliant,Valid,0.447,1,0,0.447,Moderate,Series A,0.4174
2526,Rural,Education,416,4223,327.75,2911.69,0.247,0.209,0.061,0,0.368,Low,Partial,0,0.548,0.498,1,None,0.28,0,0.569,Compliant,Expired,0.0,1,0,0.597,Moderate,Series A,0.4139
2527,Rural,Agriculture,41,25707,6318.95,13916.37,0.284,0.492,0.112,16,0.418,Low,Partial,0,0.464,0.558,1,Gov Grant,0.308,0,0.564,Compliant,Valid,0.127,1,0,0.538,Moderate,Series A,0.29
2528,Urban,Tech,370,48730,5684.42,27710.46,0.152,0.056,0.237,1,0.3,Low,Partial,0,0.433,0.65,1,None,0.23,0,0.61,Compliant,Valid,0.0,1,0,0.599,Moderate,Series A,0.4259
2529,Rural,Finance,204,26267,1289.98,17254.87,0.507,0.598,0.178,21,0.161,Medium,None,0,0.4,0.425,1,None,0.447,0,0.653,Compliant,Valid,0.419,0,0,0.483,Moderate,Series B,0.4137
2530,Rural,Agriculture,264,5698,7883.76,5184.66,0.141,0.297,0.149,18,0.212,Low,None,0,0.495,0.353,1,None,0.214,0,0.22,Not Registered,Missing,0.0,0,0,0.328,Moderate,Seed,0.2098
2531,Urban,Retail,328,245982,4982.08,194539.05,0.019,0.895,0.054,2,0.206,High,Partial,0,0.413,0.333,1,Angels,0.186,1,0.587,Compliant,Valid,0.146,0,0,0.545,Moderate,Seed,0.2812
2532,Rural,Education,178,41120,4156.0,37635.7,-0.194,0.557,0.248,21,0.11,Low,Partial,0,0.455,0.393,1,None,0.012,0,0.433,Late Filing,Valid,0.153,1,1,0.287,High,Seed,0.1153
2533,Rural,Retail,348,202275,3243.09,154332.6,0.576,0.61,0.017,19,0.498,High,None,0,0.68,0.455,1,None,0.525,1,0.871,Compliant,Valid,0.097,1,0,0.518,Moderate,Series A,0.6415
2534,Urban,Agriculture,318,26581,7219.78,10736.31,0.459,0.604,0.214,15,0.281,Medium,None,0,0.455,0.79,1,VC,0.417,0,0.631,Compliant,Valid,0.224,0,0,0.368,High,Series B,0.4943
2535,Rural,Tech,84,12632,2178.52,6897.98,0.292,0.477,0.389,9,0.152,Low,None,0,0.397,0.694,1,None,0.31,1,0.42,Compliant,Valid,0.196,1,0,0.239,High,Series A,0.34
2536,Urban,Finance,318,50162,2500.42,45054.25,0.464,0.44,0.106,13,0.274,Low,None,0,0.539,0.394,1,None,0.425,1,0.559,Compliant,Valid,0.0,1,0,0.476,High,Series A,0.5755
2537,Rural,Finance,111,28031,1242.56,21132.43,0.448,0.699,0.364,17,0.588,Low,None,0,0.672,0.674,1,Angels,0.411,0,0.47,Compliant,Missing,0.287,1,0,0.294,Moderate,Series A,0.4797
2538,Urban,Agriculture,251,8837,6145.22,8305.95,0.545,0.401,0.183,14,0.071,Low,None,0,0.226,0.296,1,None,0.467,0,0.887,Compliant,Expired,0.212,0,1,0.58,Moderate,Series B,0.4431
2539,Urban,Agriculture,383,211873,4885.73,102923.71,0.109,0.457,0.179,13,0.133,Low,Partial,0,0.462,0.713,1,Angels,0.235,0,0.372,Compliant,Valid,0.141,0,0,0.251,High,Series B,0.4339
2540,Urban,Healthcare,7,17211,4989.81,9693.43,0.244,0.745,0.305,22,0.329,Low,Partial,0,0.436,0.263,1,VC,0.281,1,0.225,Not Registered,Expired,0.063,1,0,0.318,High,Series A,0.1804
2541,Rural,Healthcare,459,3991,1982.22,2391.82,-0.121,0.229,0.222,3,0.234,Low,Full,0,0.399,0.306,0,None,0.05,0,0.542,Compliant,Missing,0.202,1,0,0.227,High,Seed,0.4499
2542,Urban,Retail,84,178760,5314.0,103610.51,0.572,0.54,0.219,28,0.431,Medium,Full,0,0.62,0.426,1,None,0.518,1,0.621,Compliant,Valid,0.23,0,0,0.696,Moderate,Series A,0.4709
2543,Urban,Healthcare,208,19828,6194.03,10679.27,0.588,0.57,0.2,8,0.514,High,None,1,0.668,0.515,1,Gov Grant,0.496,0,0.257,Not Registered,Valid,0.483,0,0,0.488,Moderate,Series A,0.5368
2544,Urban,Agriculture,388,17511,3055.74,11275.44,0.431,0.75,0.26,1,0.168,High,Partial,1,0.467,0.631,0,None,0.398,0,0.592,Compliant,Expired,0.365,1,0,0.209,Moderate,Series A,0.4558
2545,Urban,Retail,390,4366,6470.37,3288.75,0.163,0.438,0.349,1,0.227,High,Partial,0,0.524,0.733,1,None,0.228,0,0.849,Compliant,Valid,0.32,0,0,0.673,Moderate,Series B,0.4752
2546,Urban,Finance,314,293352,2985.69,167560.11,0.197,0.681,0.184,3,0.473,High,None,1,0.583,0.447,1,None,0.307,0,0.553,Compliant,Valid,0.248,1,0,0.613,Moderate,Series B,0.4596
2547,Urban,Healthcare,22,7728,6137.67,3429.96,0.148,0.211,0.162,0,0.337,Low,None,0,0.463,0.43,1,None,0.219,0,0.459,Compliant,Valid,0.195,1,0,0.504,Moderate,Seed,0.1514
2548,Urban,Retail,410,38954,559.72,30761.7,0.035,0.686,0.127,22,0.232,Low,Partial,0,0.459,0.56,1,VC,0.155,0,0.71,Compliant,Valid,0.082,1,0,0.811,Moderate,Series A,0.3534
2549,Urban,Tech,383,108569,4543.97,70836.83,0.222,0.551,0.135,11,0.269,Medium,Partial,0,0.397,0.69,1,Gov Grant,0.285,0,0.233,Not Registered,Valid,0.181,0,0,0.234,High,Seed,0.4947
2550,Urban,Manufacturing,3,60238,7765.35,42531.96,-0.157,0.178,0.118,11,0.352,Medium,None,0,0.392,0.639,1,Angels,0.039,0,0.459,Compliant,Valid,0.275,0,0,0.118,High,Series A,0.208
2551,Urban,Agriculture,127,33807,7855.58,21990.45,0.594,0.235,0.069,9,0.309,Low,None,0,0.335,0.625,1,None,0.503,0,0.832,Compliant,Valid,0.0,1,0,0.183,Moderate,Series A,0.3946
2552,Rural,Manufacturing,297,4713,2469.49,4193.14,0.139,0.551,0.359,2,0.442,Low,Partial,0,0.608,0.433,1,None,0.213,1,1.0,Compliant,Expired,0.0,1,0,0.508,Moderate,Series A,0.43
2553,Rural,Manufacturing,188,13744,3698.77,9721.27,0.542,0.363,0.186,28,0.666,High,Partial,1,0.688,0.719,1,None,0.466,0,0.848,Compliant,Expired,0.475,0,0,0.627,Moderate,Angel,0.5388
2554,Rural,Agriculture,362,45495,784.93,41300.46,0.379,0.016,0.369,14,0.382,Low,None,0,0.59,0.522,1,Gov Grant,0.371,0,0.66,Compliant,Valid,0.329,1,0,0.614,Moderate,Series B,0.5565
2555,Urban,Manufacturing,14,14121,7024.73,9613.81,0.032,0.335,0.185,17,0.099,High,None,0,0.421,0.552,1,None,0.148,0,0.391,Late Filing,Expired,0.308,0,1,0.384,High,Series A,0.1438
2556,Rural,Retail,459,46353,4678.01,26000.49,-0.022,0.072,0.068,1,0.49,Low,None,0,0.676,0.518,1,None,0.12,1,0.228,Not Registered,Valid,0.155,1,0,0.626,High,Series A,0.4953
2557,Urban,Healthcare,466,82297,3265.28,49007.32,0.597,0.255,0.34,8,0.2,Low,Full,1,0.41,0.465,1,VC,0.515,0,0.277,Not Registered,Valid,0.249,0,0,0.366,Moderate,Seed,0.6301
2558,Rural,Education,12,115267,1168.33,79208.15,0.418,0.573,0.51,15,0.216,Medium,None,0,0.525,0.561,1,Angels,0.409,0,0.51,Compliant,Valid,0.375,1,0,0.314,Moderate,Seed,0.372
2559,Urban,Education,87,8338,7590.11,5765.68,-0.0,0.385,0.284,21,0.363,Low,None,0,0.613,0.527,1,Angels,0.127,1,0.499,Compliant,Missing,0.0,1,1,0.575,High,Series A,0.2896
2560,Urban,Finance,12,506852,4382.69,394348.97,-0.146,0.197,0.063,21,0.679,Medium,Partial,0,0.799,0.497,1,VC,0.135,0,0.289,Not Registered,Valid,0.266,1,0,0.513,Moderate,Series A,0.1714
2561,Urban,Retail,397,91215,2478.55,47748.51,0.358,0.688,0.364,28,0.195,High,None,0,0.414,0.531,1,None,0.367,1,0.393,Compliant,Valid,0.528,1,0,0.49,Moderate,Series A,0.5248
2562,Rural,Agriculture,25,36241,2996.66,27628.82,0.042,0.501,0.362,13,0.188,High,None,1,0.437,0.395,0,Gov Grant,0.158,0,0.307,Not Registered,Valid,0.513,1,0,0.356,High,Seed,0.2275
2563,Rural,Healthcare,301,134248,2384.37,111187.34,-0.023,0.477,0.075,24,0.718,High,Partial,0,0.756,0.542,1,None,0.137,1,0.941,Compliant,Missing,0.103,1,0,0.698,Moderate,Series A,0.3461
2564,Urban,Agriculture,243,620629,4933.94,479203.54,0.388,0.737,0.15,8,0.217,High,Partial,1,0.49,0.255,1,None,0.491,1,0.414,Late Filing,Valid,0.58,1,0,0.368,Moderate,Series B,0.4155
2565,Rural,Finance,122,6461,7460.72,4296.6,0.343,0.254,0.178,25,0.072,High,None,1,0.403,0.48,1,None,0.341,0,0.511,Compliant,Valid,0.33,0,0,0.365,High,Seed,0.2589
2566,Urban,Manufacturing,147,27714,6896.54,26201.49,0.185,0.483,0.448,29,0.206,High,Full,0,0.378,0.679,1,Angels,0.246,0,0.15,Not Registered,Expired,0.518,1,0,0.16,Moderate,Series A,0.3068
2567,Urban,Finance,55,2092,3844.93,1302.58,0.554,0.36,0.13,28,0.058,Medium,None,0,0.379,0.719,0,None,0.472,1,0.552,Late Filing,Valid,0.039,0,0,0.306,High,Series A,0.2665
2568,Urban,Education,238,45761,6664.05,20987.13,0.344,0.36,0.108,28,0.403,Low,None,0,0.609,0.379,1,VC,0.349,0,0.897,Compliant,Valid,0.007,1,0,0.847,Low,Series A,0.3399
